366.31236929 317.13518758
314.64145265 301.15003895
376.60043665 396.83339728
307.49716250 314.23863376
355.68611958 310.59329350
331.48058919 327.93268799
316.73504187 380.23514334
397.16681056 351.00747729
309.73782155 314.32479932
318.12474568 310.07510345
341.55467267 330.12302519
311.71659485 316.72501820
314.59874366 316.11902706
329.90285718 305.75472362
311.69084775 361.48229829
319.15369271 301.35449156
410.44000142 343.87503874
303.61811224 337.36961139
300.89470268 309.51304250
388.84853295 303.69720724
304.77727472 310.74900699
320.32047672 387.60037843
313.50209116 333.61167781
310.09815327 304.94216807
303.17094499 342.47872436
324.68526228 309.08146962
452.27646507 328.10256027
305.21258566 322.97128646
376.46654836 357.15265649
349.67981025 337.85777924
357.97803616 314.32583804
301.32851510 308.97737909
340.15447687 360.71696036
340.23569464 358.55358575
311.84838642 356.73638520
308.21190614 318.02938673
356.67172544 380.43125686
311.71261713 345.40298093
332.51112044 347.63015309
311.97293568 314.55658846
307.25692881 311.88778315
342.72872656 336.57468439
349.90548738 314.62961868
344.41876613 346.25989853
311.98877808 341.51322970
342.25240400 345.36472864
441.82403645 307.87279597
433.54272992 338.75488868
301.37871777 363.71521417
321.16419544 350.83013443
302.75511924 301.66135978
334.58225622 311.40229125
319.86294986 361.66448765
300.11627562 330.78967430
338.42771449 380.29943413
301.49663486 342.63833157
312.79212913 317.76736643
325.36020508 351.66554871
304.04542991 302.52467856
396.10233520 305.45544219
364.60060214 311.37716349
356.47364584 332.21625016
466.12861075 325.38982587
355.29844709 335.73428949
330.89225597 426.07834657
308.08705782 306.34730203
304.83666100 338.76998736
399.07283195 339.25686300
415.59486027 345.15732972
338.63956261 305.85440542
341.91044383 319.08260136
323.93640958 357.63765051
325.03205843 326.13405024
347.86057379 320.42475291
304.14877302 324.45783292
324.68578413 368.74420336
310.90789896 336.29185666
348.26353579 341.66380667
422.78721359 340.48189097
321.36233004 339.04799362
302.04441011 329.95430185
305.05204082 322.07490796
310.80739331 303.88094693
365.60464702 344.60197134
308.48369772 342.70692682
354.00192336 334.66441862
329.46640942 336.16432520
376.46094055 323.07840337
369.24242384 339.41610970
319.88996922 311.41599266
309.96918598 370.35842990
325.68026168 315.64977331
313.71358893 331.19402074
405.85736808 310.80104094
321.83953163 372.27923273
319.22772284 338.31956853
338.30143931 324.33075255
361.64135653 339.12774525
300.01454485 311.44038327
324.80330496 304.38087218
331.40509332 315.72980539
363.36005270 331.67844346
328.11181879 304.05793523
399.04831424 327.57607524
344.84511781 362.14697997
338.50668530 300.74770140
310.45047192 307.93395355
307.12811775 361.82969643
301.89121865 319.12176142
300.59631966 324.47494394
319.53918541 423.54294271
306.32229620 304.79588456
348.27952706 329.26877229
414.56340832 310.63136715
358.82191517 331.15188734
330.75468215 301.18731167
338.15229478 320.23482465
300.83692593 381.13585628
349.72504078 319.51426352
341.92299790 348.88668861
367.18023482 329.50652448
314.06932197 325.72877626
323.68408776 323.71691092
319.02305442 309.30871237
332.47061738 300.98543992
320.29899952 333.58151854
300.08784476 366.53414163
358.47905939 344.35526137
304.11971550 311.52955266
301.85345993 320.60234253
334.25237420 313.32392978
364.13740387 318.06679013
316.83955531 358.85588290
346.74515873 303.40683973
323.87659562 368.13982317
313.83803359 326.09788954
311.48453738 302.61743634
306.80583573 349.32606302
328.94529814 309.91465879
322.52217983 307.71397788
345.14436456 329.00308605
307.69419894 322.22626616
306.25084149 303.16084608
306.50998085 306.60719992
344.76489573 305.22627957
332.45169908 313.36018446
393.40437485 347.82060645
309.80735884 307.99012150
301.40133513 313.40735978
357.87452140 309.36034939
326.04373934 326.56891089
315.34806081 340.45411107
315.73353619 327.83024717
390.25918418 304.00510028
313.41085554 303.58037951
301.18424488 318.15220905
333.00804498 321.87881535
366.32975379 304.98444725
313.82917488 309.66149137
